symA,symB,S_cos,S_dot,S_wdot,same_group,same_period
Cu,U,-5.058725787818e-01,-4.550045924033e+00,-4.621651725751e+02,0,0
Cu,Np,-5.638902846581e-01,-5.062920015560e+00,-5.034083752587e+02,0,0
Cu,Pu,-5.480382244778e-01,-4.920904911418e+00,-4.904037138332e+02,0,0
Cu,Am,-6.474303369107e-01,-6.064179853373e+00,-5.819263528586e+02,0,0
Cu,Cm,-5.289491428699e-01,-4.772135650420e+00,-4.776120137951e+02,0,0
Cu,Bk,-5.186820057562e-01,-4.659838779147e+00,-4.703797031843e+02,0,0
Cu,Cf,-6.177187590273e-01,-5.687598822703e+00,-5.549429772864e+02,0,0
Cu,Es,-6.523587379114e-01,-6.416495819094e+00,-6.152107095668e+02,0,0
Cu,Fm,-4.944769792960e-01,-6.899738560865e+00,-4.703656200628e+02,0,0
Cu,Md,-4.931670988581e-01,-6.883175240300e+00,-4.698006229204e+02,0,0
Cu,No,-4.925156566577e-01,-6.875035551338e+00,-4.695229671818e+02,0,0
Cu,Lr,-5.139989419445e-01,-7.193027644284e+00,-4.803701051779e+02,0,0
Cu,Rf,-5.012455925526e-01,-6.990126967372e+00,-4.734488901830e+02,0,0
Cu,Db,-4.895061872821e-01,-6.838217655911e+00,-4.682670592480e+02,0,0
Cu,Sg,-4.724977467800e-01,-6.648922563749e+00,-4.618099490488e+02,0,0
Cu,Bh,-4.747567210317e-01,-6.672584450269e+00,-4.626170878237e+02,0,0
Cu,Hs,-4.769793597522e-01,-6.696246336790e+00,-4.634242265986e+02,0,0
Zn,Ga,2.437010103018e-01,1.259150894510e+00,1.035013929322e+02,0,1
Zn,Ge,3.655193693166e-01,2.779618927558e+00,1.937365584088e+02,0,1
Zn,As,8.061649802731e-02,4.235098411717e-01,6.753468807890e+01,0,1
Zn,Se,3.062963000131e-01,1.851704420134e+00,1.566044884821e+02,0,1
Zn,Br,4.161381988645e-01,4.048630678623e+00,2.212805866440e+02,0,1
Zn,Kr,6.888976136168e-01,1.437164171586e+01,3.995904173875e+02,0,1
Zn,Rb,-3.390409813039e-01,-2.249399605372e+00,5.276605412541e+01,0,0
Zn,Sr,2.005188321930e-01,1.216129436354e+00,1.229202019349e+02,0,0
Zn,Y,-2.253245153582e-01,-1.003217730154e+01,-3.013171789614e+01,0,0
Zn,Zr,-4.836859518217e-01,-4.093465468340e+00,-4.593411957067e+01,0,0
Zn,Nb,-6.023597186647e-01,-9.361201126489e+00,-3.763162041962e+02,0,0
Zn,Mo,-1.291074018925e-01,-6.220090382956e+00,-1.204994680485e+01,0,0
Zn,Tc,-3.848305541723e-01,-2.788774121325e+00,-2.140237487695e+01,0,0
Zn,Ru,-3.829202372487e-01,-2.863862977428e+00,-1.578956422235e+01,0,0
Zn,Rh,-4.652840086073e-01,-3.759555802461e+00,-4.385594925116e+01,0,0
Zn,Pd,-6.036218695652e-01,-9.391936641610e+00,-3.789860864687e+02,0,0
Zn,Ag,2.771069587500e-01,1.532678537026e+00,1.313156865714e+02,0,0
Zn,Cd,5.240416483164e-01,2.841998332421e+00,1.552975045498e+02,1,0
Zn,In,-3.217527818149e-01,-2.135630616141e+00,5.317642267317e+01,0,0
Zn,Sn,4.674435423488e-02,2.471321765240e-01,1.111131107399e+02,0,0
Zn,Sb,3.111030622668e-02,1.778824357494e-01,8.053871905193e+01,0,0
Zn,Te,1.472132817275e-01,8.410559318437e-01,1.291154775326e+02,0,0
Zn,I,5.940568943649e-01,3.648412178439e+00,2.170562359621e+02,0,0
Zn,Xe,8.313685501154e-01,1.096835527487e+01,3.485837537917e+02,0,0
Zn,Cs,-3.725177852703e-01,-2.543624026470e+00,4.995420791016e+01,0,0
Zn,Ba,-1.086314992498e-01,-1.018055552883e+00,8.486173287006e+01,0,0
Zn,La,-4.599264632157e-01,-3.659853486387e+00,-3.130577525717e+01,0,0
Zn,Ce,-2.244841728217e-01,-2.749810566007e+00,3.361643257475e+01,0,0
Zn,Pr,-5.146394380378e-01,-4.790984118329e+00,-5.809455504044e+01,0,0
Zn,Nd,-2.916961097179e-01,-3.001966503529e+00,4.354645425498e+00,0,0
Zn,Pm,-5.832321488527e-01,-5.282511770138e+00,-9.941521335642e+01,0,0
Zn,Sm,-4.139637814400e-01,-3.727581779671e+00,-2.413902982057e+01,0,0
Zn,Eu,6.871039224617e-02,6.715667671852e-01,5.286616288582e+01,0,0
Zn,Gd,-2.887583182702e-01,-2.621284646690e+00,1.471864045874e+01,0,0
Zn,Tb,-3.757887420623e-01,-3.629497742009e+00,-1.019555239428e+01,0,0
Zn,Dy,-7.581539836606e-02,-7.882490502402e-01,4.234586419859e+01,0,0
Zn,Ho,-5.106209047455e-01,-4.299702703848e+00,-5.692022102563e+01,0,0
Zn,Er,-6.547373200613e-02,-6.594129759702e-01,4.067143884639e+01,0,0
Zn,Tm,-6.120978683670e-02,-6.386934879447e-01,3.968090868407e+01,0,0
Zn,Yb,-1.605253455002e-01,-9.739742782800e-01,1.048723326877e+01,0,0
Zn,Lu,-4.046398839898e-01,-3.066901574603e+00,-2.090224128563e+01,0,0
Zn,Hf,-3.151690434063e-01,-5.645471689814e+00,1.849099956845e+01,0,0
Zn,Ta,-3.967876119768e-01,-3.037641916668e+00,-2.810416437163e+01,0,0
Zn,W,-2.240309811763e-01,-4.018991339747e+00,6.339404719448e+01,0,0
Zn,Re,-1.869443183220e-01,-1.219577216532e+00,1.138374632214e+01,0,0
Zn,Os,-3.497665397889e-01,-2.481207209329e+00,-1.627456428611e+01,0,0
Zn,Ir,-3.544037421316e-01,-2.388648066398e+00,-1.836809465650e+01,0,0
Zn,Pt,-1.625217550623e-01,-9.332209089835e-01,4.188319276917e+01,0,0
Zn,Au,-1.654880981748e-01,-1.031711902534e+00,5.344056629029e+00,0,0
Zn,Hg,8.339987120853e-01,6.466340007957e+00,2.588856615431e+02,1,0
Zn,Tl,-3.028748232585e-01,-1.980767427544e+00,2.380908299704e+01,0,0
Zn,Pb,2.050315847244e-02,1.140975748086e-01,1.203810590369e+02,0,0
Zn,Bi,-1.369018308849e-01,-3.865452886024e+00,5.424375212247e+01,0,0
Zn,Po,-3.093083313719e-01,-2.226239827637e+00,-2.502703860305e+00,0,0
Zn,At,-2.977003457859e-01,-7.660831897375e+00,-4.965695564730e+02,0,0
Zn,Rn,3.849093861803e-01,3.402331631840e+00,1.257842641080e+02,0,0
Zn,Fr,-1.535226103363e-01,-4.729313891994e+00,-3.940706480805e+01,0,0
Zn,Ra,-4.152800393867e-01,-2.865925425977e+00,2.358128250459e+01,0,0
Zn,Ac,-5.685593300897e-01,-5.218413860374e+00,-5.429688182177e+01,0,0
Zn,Th,-2.358280967348e-02,-5.662463078912e-01,1.385946789679e+02,0,0
Zn,Pa,-4.385230549141e-01,-6.021825519105e+00,-4.820694932134e+02,0,0
Zn,U,-3.912087306455e-01,-5.383288169662e+00,-4.508823753412e+02,0,0
Zn,Np,-4.146311998894e-01,-5.695513445948e+00,-4.868258036424e+02,0,0
Zn,Pu,-4.165221032109e-01,-5.721852046817e+00,-4.775708276292e+02,0,0
Zn,Am,-4.754409914429e-01,-6.813026832863e+00,-5.670145539385e+02,0,0
Zn,Cm,-3.972198015315e-01,-5.482696443548e+00,-4.622287696613e+02,0,0
Zn,Bk,-3.943185353105e-01,-5.419776160476e+00,-4.572714697327e+02,0,0
Zn,Cf,-4.489428594690e-01,-6.324026519631e+00,-5.383891328771e+02,0,0
Zn,Es,-4.950415457224e-01,-7.449335401609e+00,-6.095213328950e+02,0,0
Zn,Fm,-4.194506164227e-01,-8.954304177374e+00,-4.950085853809e+02,0,0
Zn,Md,-4.152481159707e-01,-8.866798732182e+00,-4.928196447675e+02,0,0
Zn,No,-4.131769692387e-01,-8.823796056259e+00,-4.917439368090e+02,0,0
Zn,Lr,-4.906044484758e-01,-1.050377559617e+01,-5.337684695283e+02,0,0
Zn,Rf,-4.420762642194e-01,-9.431833892565e+00,-5.069539470141e+02,0,0
Zn,Db,-4.037621244888e-01,-8.629283952375e+00,-4.868782345312e+02,0,0
Zn,Sg,-3.543759616176e-01,-7.629221721608e+00,-4.618617703780e+02,0,0
Zn,Bh,-3.606211919424e-01,-7.754229500454e+00,-4.649888283971e+02,0,0
Zn,Hs,-3.668494692034e-01,-7.879237279300e+00,-4.681158864163e+02,0,0
Ga,Ge,3.444110343074e-01,1.614949652470e+00,1.141656037523e+02,0,1
Ga,As,5.184950432866e-01,1.679543485452e+00,9.648129248466e+01,0,1
Ga,Se,6.913812579551e-01,2.577238324133e+00,1.300567755612e+02,0,1
Ga,Br,2.253979284326e-01,1.352158381514e+00,1.058432915985e+02,0,1
Ga,Kr,-5.704360336032e-03,-7.337797434940e-02,3.254443540267e+01,0,1
Ga,Rb,5.053575944159e-01,2.067379857156e+00,1.266433201183e+02,0,0
Ga,Sr,2.635750349890e-01,9.856800636263e-01,1.156591420003e+02,0,0
Ga,Y,-1.244932671154e-01,-3.417745211321e+00,1.021664153701e+02,0,0
Ga,Zr,4.565099624157e-01,2.382237092433e+00,1.179893186317e+02,0,0
Ga,Nb,1.920037645289e-03,1.839892562995e-02,-9.809355837610e+01,0,0
Ga,Mo,-1.595334913508e-01,-4.739194023943e+00,5.171485968329e+01,0,0
Ga,Tc,4.760020156706e-01,2.126961608807e+00,1.108723300136e+02,0,0
Ga,Ru,4.789117294389e-01,2.208546031329e+00,1.113721190391e+02,0,0
Ga,Rh,4.914106551285e-01,2.448330504166e+00,1.149254889094e+02,0,0
Ga,Pd,5.679191678651e-03,5.448585628857e-02,-9.847037673604e+01,0,0
Ga,Ag,1.313994943352e-01,4.481303970327e-01,9.432090151097e+01,0,0
Ga,Cd,3.277988515243e-01,1.096156360300e+00,9.465003261709e+01,0,0
Ga,In,5.822166345563e-01,2.382843408414e+00,1.308045275076e+02,1,0
Ga,Sn,7.930490337261e-01,2.585277911749e+00,1.319837044587e+02,0,0
Ga,Sb,5.308879304776e-01,1.871710597466e+00,1.127597472428e+02,0,0
Ga,Te,6.830635689746e-01,2.406279508139e+00,1.287623632643e+02,0,0
Ga,I,4.192592240373e-01,1.587689410643e+00,1.207762892132e+02,0,0
Ga,Xe,-2.350967036853e-01,-1.912500349863e+00,4.837899164039e+01,0,0
Ga,Cs,3.765015722645e-01,1.585184313978e+00,1.261395485303e+02,0,0
Ga,Ba,3.178996634372e-02,1.837015571128e-01,1.023523616120e+02,0,0
Ga,La,4.375569120612e-01,2.146925209491e+00,1.133024884645e+02,0,0
Ga,Ce,2.050462227702e-01,1.548730634242e+00,1.004336431397e+02,0,0
Ga,Pr,3.316424026893e-01,1.903701208703e+00,1.101346629770e+02,0,0
Ga,Nd,2.366907980224e-01,1.501978252867e+00,1.017847726303e+02,0,0
Ga,Pm,3.733588290719e-01,2.085126990073e+00,1.011132283304e+02,0,0
Ga,Sm,3.769005278240e-01,2.092659870277e+00,1.116879002689e+02,0,0
Ga,Eu,6.626357580276e-02,3.993454152416e-01,8.901357255746e+01,0,0
Ga,Gd,3.531992018885e-01,1.976999043676e+00,1.083887932134e+02,0,0
Ga,Tb,3.303070895092e-01,1.967105833086e+00,1.093528539070e+02,0,0
Ga,Dy,1.667516143473e-01,1.069013396489e+00,9.881909543753e+01,0,0
Ga,Ho,3.840346468718e-01,1.993963987262e+00,1.125822877266e+02,0,0
Ga,Er,1.752734446618e-01,1.088462773231e+00,9.852865739886e+01,0,0
Ga,Tm,-1.162619436437e-02,-7.480252637528e-02,7.816125513836e+01,0,0
Ga,Yb,2.648012066279e-01,9.906743072229e-01,8.607770404772e+01,0,0
Ga,Lu,4.834774570446e-01,2.259510926907e+00,1.139368321176e+02,0,0
Ga,Hf,-2.521288845656e-01,-2.784750871586e+00,6.375748498829e+01,0,0
Ga,Ta,4.657606795737e-01,2.198610814529e+00,1.128709359308e+02,0,0
Ga,W,-2.693004490514e-01,-2.978880851303e+00,5.722778573287e+01,0,0
Ga,Re,3.885327203658e-01,1.562901819123e+00,1.002752724882e+02,0,0
Ga,Os,4.866135816969e-01,2.128511817363e+00,1.043539472947e+02,0,0
Ga,Ir,5.219781885454e-01,2.169268400516e+00,1.031833056937e+02,0,0
Ga,Pt,6.640015797297e-01,2.350981087265e+00,1.121045348635e+02,0,0
Ga,Au,5.588227322332e-01,2.148190570980e+00,9.118244496759e+01,0,0
Ga,Hg,-6.632662018855e-02,-3.170940477375e-01,8.384443082297e+01,0,0
Ga,Tl,6.348961730161e-01,2.560236512871e+00,1.211495364698e+02,1,0
Ga,Pb,6.728756758788e-01,2.308859680505e+00,1.335599800187e+02,0,0
Ga,Bi,-9.982438549143e-02,-1.737940240638e+00,6.589924633603e+01,0,0
Ga,Po,5.444340646813e-01,2.416198923102e+00,1.103423015135e+02,0,0
Ga,At,-1.875644355736e-02,-2.976145460931e-01,-1.449061403584e+02,0,0
Ga,Rn,-3.240103909442e-01,-1.765973348547e+00,3.307008618023e+01,0,0
Ga,Fr,1.334720974256e-02,2.535264904767e-01,1.005477973307e+02,0,0
Ga,Ra,4.629836505977e-01,1.970137552563e+00,1.238552243934e+02,0,0
Ga,Ac,4.763183235716e-01,2.695672218338e+00,1.398147310340e+02,0,0
Ga,Th,-1.080622094126e-02,-1.599892290985e-01,1.115244828132e+02,0,0
Ga,Pa,-4.656769107768e-01,-3.943006634867e+00,-4.281479908251e+02,0,0
Ga,U,-4.622984521080e-01,-3.922550965172e+00,-4.229728292276e+02,0,0
Ga,Np,-4.808129528508e-01,-4.072434683640e+00,-4.373055001658e+02,0,0
Ga,Pu,-4.650984381283e-01,-3.939585387817e+00,-4.295112103555e+02,0,0
Ga,Am,-4.852841019514e-01,-4.287919329281e+00,-4.606396715344e+02,0,0
Ga,Cm,-4.527271591298e-01,-3.853070235152e+00,-4.239430184452e+02,0,0
Ga,Bk,-4.638705639428e-01,-3.931316763441e+00,-4.253232308942e+02,0,0
Ga,Cf,-4.904881305974e-01,-4.260280379890e+00,-4.548747867275e+02,0,0
Ga,Es,-5.036258859684e-01,-4.672948455506e+00,-4.808961319388e+02,0,0
Ga,Fm,-5.428741416998e-01,-7.145904827380e+00,-4.728420836042e+02,0,0
Ga,Md,-5.441713356684e-01,-7.164764285407e+00,-4.735935993023e+02,0,0
Ga,No,-5.447997625715e-01,-7.174032361924e+00,-4.739629155883e+02,0,0
Ga,Lr,-5.160014526939e-01,-6.811957709877e+00,-4.595348877778e+02,0,0
Ga,Rf,-5.353660383336e-01,-7.042986070715e+00,-4.687409550800e+02,0,0
Ga,Db,-5.475673215197e-01,-7.215954242910e+00,-4.756334276258e+02,0,0
Ga,Sg,-5.598257918510e-01,-7.431490906083e+00,-4.842221784617e+02,0,0
Ga,Bh,-5.584755046587e-01,-7.404548823186e+00,-4.831485846072e+02,0,0
Ga,Hs,-5.570730538281e-01,-7.377606740290e+00,-4.820749907528e+02,0,0
Ge,As,5.773182913236e-02,2.752430598711e-01,2.313919052125e+01,0,1
Ge,Se,3.768563833524e-01,2.067603554688e+00,1.024275736918e+02,0,1
Ge,Br,5.842559526832e-01,5.158639818602e+00,2.056226577604e+02,0,1
Ge,Kr,3.069443054607e-02,5.811292878395e-01,2.490768157512e+02,0,1
Ge,Rb,4.674280206871e-02,2.814431242383e-01,6.972697405094e+01,0,0
Ge,Sr,4.793905230320e-01,2.638612162512e+00,1.634594592290e+02,0,0
Ge,Y,-6.648661423855e-02,-2.686472829028e+00,7.202701186803e+01,0,0
Ge,Zr,1.636235611982e-01,1.256709735477e+00,6.528625107442e+01,0,0
Ge,Nb,-2.439941056514e-01,-3.441251953500e+00,-3.326630849662e+02,0,0
Ge,Mo,4.228259798119e-02,1.848709612186e+00,2.138366697112e+02,0,0
Ge,Tc,2.397223168117e-01,1.576571754140e+00,8.353273857824e+01,0,0
Ge,Ru,2.580804247295e-01,1.751702953523e+00,9.510572160328e+01,0,0
Ge,Rh,5.162177449405e-02,3.785409082487e-01,1.084116845883e+01,0,0
Ge,Pd,-2.422861611477e-01,-3.421214299328e+00,-3.336728909752e+02,0,0
Ge,Ag,-1.380818887981e-01,-6.931094887917e-01,1.502424214450e+01,0,0
Ge,Cd,-9.138256099939e-02,-4.497620641128e-01,3.697076070759e+01,0,0
Ge,In,2.733057735610e-01,1.646319474914e+00,5.508079202954e+01,0,0
Ge,Sn,4.425792392544e-01,2.123501876912e+00,1.107467786721e+02,1,0
Ge,Sb,3.847725302608e-01,1.996614967720e+00,6.383680427813e+01,0,0
Ge,Te,2.495661321184e-01,1.293972401995e+00,6.493307405737e+01,0,0
Ge,I,3.379314647990e-01,1.883501492580e+00,1.343199578657e+02,0,0
Ge,Xe,1.668373380723e-01,1.997572963035e+00,2.081911620046e+02,0,0
Ge,Cs,-3.333337039096e-02,-2.065601860110e-01,4.455089949535e+01,0,0
Ge,Ba,4.870912883747e-01,4.142738759306e+00,1.897120543324e+02,0,0
Ge,La,2.478913942749e-01,1.790186315158e+00,1.017786859185e+02,0,0
Ge,Ce,5.215927220777e-01,5.798425135867e+00,3.923829926252e+02,0,0
Ge,Pr,2.229502820182e-01,1.883610812294e+00,1.219715400036e+02,0,0
Ge,Nd,4.533397859570e-01,4.234094256722e+00,2.763421247528e+02,0,0
Ge,Pm,8.115510382300e-02,6.670775692919e-01,2.354654502328e+01,0,0
Ge,Sm,3.497261494215e-01,2.857948658330e+00,1.700540626521e+02,0,0
Ge,Eu,4.436251271286e-01,3.934996834710e+00,2.171659077762e+02,0,0
Ge,Gd,4.837309540091e-01,3.985153373617e+00,2.449706511671e+02,0,0
Ge,Tb,4.028329855970e-01,3.530931334686e+00,2.246652217852e+02,0,0
Ge,Dy,5.275591893884e-01,4.977814503650e+00,2.968597208577e+02,0,0
Ge,Ho,1.164924239811e-01,8.902233903076e-01,4.279619819617e+01,0,0
Ge,Er,5.181402359527e-01,4.735863677797e+00,2.745666051652e+02,0,0
Ge,Tm,5.638601263471e-01,5.339547902419e+00,2.763727354302e+02,0,0
Ge,Yb,1.857077337141e-01,1.022575412727e+00,5.930303204120e+01,0,0
Ge,Lu,1.812884507518e-01,1.246989424239e+00,4.955282892894e+01,0,0
Ge,Hf,-2.321712616404e-01,-3.774214887162e+00,4.067472923750e+01,0,0
Ge,Ta,2.306502498625e-01,1.602484669327e+00,8.241183623888e+01,0,0
Ge,W,-1.354643187494e-01,-2.205440717129e+00,1.346252663141e+02,0,0
Ge,Re,2.886093048461e-01,1.708711893856e+00,8.710629935820e+01,0,0
Ge,Os,2.208499498346e-01,1.421816534306e+00,7.182028511462e+01,0,0
Ge,Ir,1.765639167102e-01,1.079983957065e+00,5.380288212389e+01,0,0
Ge,Pt,2.688658888906e-01,1.401103265684e+00,6.853595188301e+01,0,0
Ge,Au,4.454226276200e-03,2.520144442127e-02,-2.426298042779e+01,0,0
Ge,Hg,2.016597587552e-01,1.418972182235e+00,1.424664105148e+02,0,0
Ge,Tl,3.781533623830e-02,2.244397415491e-01,5.586327705562e-01,0,0
Ge,Pb,2.368430091194e-01,1.196128110026e+00,6.672547103576e+01,1,0
Ge,Bi,1.630730114374e-01,4.178637533474e+00,1.471320591471e+02,0,0
Ge,Po,-2.672103466219e-02,-1.745400443465e-01,-2.396690407199e+01,0,0
Ge,At,-1.957044668708e-01,-4.570448435737e+00,-3.536724570296e+02,0,0
Ge,Rn,-2.175159415090e-01,-1.744900689402e+00,-1.911822088689e+01,0,0
Ge,Fr,-2.750512812675e-02,-7.689550397970e-01,-4.481870700507e+00,0,0
Ge,Ra,-3.237460337697e-02,-2.027634941154e-01,-1.044455728505e+01,0,0
Ge,Ac,-4.386282535630e-02,-3.653598435023e-01,-2.945400618022e+01,0,0
Ge,Th,1.788884061772e-01,3.898104824344e+00,3.456650887192e+02,0,0
Ge,Pa,-5.363894471746e-01,-6.684631075062e+00,-6.072169899922e+02,0,0
Ge,U,-5.234470658819e-01,-6.536922579031e+00,-5.958112544243e+02,0,0
Ge,Np,-5.314550550492e-01,-6.625198988865e+00,-6.093937415045e+02,0,0
Ge,Pu,-5.222429516294e-01,-6.510774293121e+00,-6.031201701102e+02,0,0
Ge,Am,-5.299705415379e-01,-6.892181220363e+00,-6.385470441562e+02,0,0
Ge,Cm,-5.058062756680e-01,-6.335910097570e+00,-5.949483551948e+02,0,0
Ge,Bk,-5.223282693026e-01,-6.515371311234e+00,-5.975920804200e+02,0,0
Ge,Cf,-5.396553605372e-01,-6.898911774096e+00,-6.307611165416e+02,0,0
Ge,Es,-5.600660491776e-01,-7.648505951048e+00,-6.675584546306e+02,0,0
Ge,Fm,-5.430064831140e-01,-1.052004270284e+01,-6.634493574667e+02,0,0
Ge,Md,-5.430572232282e-01,-1.052364661684e+01,-6.632098958179e+02,0,0
Ge,No,-5.430733625196e-01,-1.052541768314e+01,-6.630922175220e+02,0,0
Ge,Lr,-5.381453558156e-01,-1.045622768290e+01,-6.676895390901e+02,0,0
Ge,Rf,-5.423059977669e-01,-1.050037562933e+01,-6.647561338928e+02,0,0
Ge,Db,-5.430741034426e-01,-1.053342866911e+01,-6.625599284856e+02,0,0
Ge,Sg,-5.412365944193e-01,-1.057461625761e+01,-6.598232239284e+02,0,0
Ge,Bh,-5.416318974919e-01,-1.056946780905e+01,-6.601653119980e+02,0,0
Ge,Hs,-5.419806178065e-01,-1.056431936048e+01,-6.605074000677e+02,0,0
As,Se,8.169662032726e-01,3.096422384746e+00,1.489789051698e+02,0,1
As,Br,3.294067496551e-01,2.009228211142e+00,1.196055650168e+02,0,1
As,Kr,-1.460807929346e-01,-1.910605457878e+00,5.557898560527e+01,0,1
As,Rb,1.685081719360e-01,7.009089094681e-01,5.853824083149e+01,0,0
As,Sr,6.558138891732e-02,2.493626698969e-01,4.991929792777e+01,0,0
As,Y,-1.496907466749e-01,-4.178379702010e+00,5.482628592539e+01,0,0
As,Zr,3.253242294831e-01,1.726117128359e+00,1.113339939204e+02,0,0
As,Nb,9.323810814682e-02,9.084380206270e-01,-7.360052708941e+01,0,0
As,Mo,-1.712370257982e-01,-5.172129911803e+00,4.593586299871e+01,0,0
As,Tc,3.640597145820e-01,1.654027069549e+00,1.110118406775e+02,0,0
As,Ru,3.560643584985e-01,1.669546865386e+00,1.109073276891e+02,0,0
As,Rh,4.908521845098e-01,2.486539325158e+00,1.577513668542e+02,0,0
As,Pd,1.037094696919e-01,1.011660507457e+00,-7.128628479148e+01,0,0
As,Ag,4.697463415958e-01,1.628895581785e+00,1.107816750034e+02,0,0
As,Cd,6.243628787425e-01,2.122859659014e+00,1.353739818590e+02,0,0
As,In,4.906709371863e-01,2.041833655503e+00,1.168353420869e+02,0,0
As,Sn,6.861446630288e-01,2.274269956721e+00,1.148864027669e+02,0,0
As,Sb,7.741158983177e-01,2.774987067599e+00,1.612632208273e+02,1,0
As,Te,8.144707040800e-01,2.917289619374e+00,1.438366921934e+02,0,0
As,I,5.206718239943e-01,2.004777261789e+00,1.130385833889e+02,0,0
As,Xe,-1.322131386188e-01,-1.093575388967e+00,5.017398479954e+01,0,0
As,Cs,1.930847977692e-01,8.265710358869e-01,6.748284832653e+01,0,0
As,Ba,-1.129107433219e-01,-6.634025938356e-01,2.206254129334e+01,0,0
As,La,2.936130898128e-01,1.464795204435e+00,9.739226557281e+01,0,0
As,Ce,-1.462404884873e-01,-1.123080466890e+00,-5.593452804083e+01,0,0
As,Pr,1.565046312754e-01,9.134295470680e-01,7.132219030709e+01,0,0
As,Nd,-4.650784226673e-02,-3.000734633871e-01,2.474554471901e+00,0,0
As,Pm,3.987408494271e-01,2.264206031977e+00,1.427374826397e+02,0,0
As,Sm,1.752278648913e-01,9.892229855847e-01,6.591898887345e+01,0,0
As,Eu,-4.479148022754e-02,-2.744658898843e-01,5.098547727381e+01,0,0
As,Gd,6.670606701481e-02,3.796393406478e-01,3.181973506026e+01,0,0
As,Tb,6.004823417923e-02,3.636044594954e-01,3.208860857283e+01,0,0
As,Dy,-9.417650352641e-02,-6.138677137485e-01,6.209068139306e+00,0,0
As,Ho,3.061901400673e-01,1.616431234291e+00,1.143405531034e+02,0,0
As,Er,-6.596682934865e-02,-4.165260790073e-01,1.847832292057e+01,0,0
As,Tm,-1.793598572559e-01,-1.173337810060e+00,2.981140108652e+01,0,0
As,Yb,4.945669705663e-01,1.881287536424e+00,1.466462416720e+02,0,0
As,Lu,5.118089505821e-01,2.432009251431e+00,1.462343211921e+02,0,0
As,Hf,-2.652302299987e-01,-2.978556875037e+00,-3.089110030338e+01,0,0
As,Ta,3.562241281141e-01,1.709731840160e+00,1.132476856423e+02,0,0
As,W,-3.247390625885e-01,-3.652327532535e+00,-6.546417768352e+01,0,0
As,Re,3.996127311830e-01,1.634415766112e+00,1.270144669152e+02,0,0
As,Os,4.625321889867e-01,2.057088284428e+00,1.367861178443e+02,0,0
As,Ir,5.619370575929e-01,2.374475738662e+00,1.528926480276e+02,0,0
As,Pt,7.037792642359e-01,2.533585815924e+00,1.449269019008e+02,0,0
As,Au,8.942835578752e-01,3.495369697961e+00,1.804337570036e+02,0,0
As,Hg,1.642500896888e-01,7.984081602330e-01,9.171041633995e+01,0,0
As,Tl,7.067163009061e-01,2.897621235693e+00,1.580059777673e+02,0,0
As,Pb,6.746737425501e-01,2.353833005849e+00,1.191794746575e+02,0,0
As,Bi,-9.543516004477e-02,-1.689373701219e+00,4.448198567775e+01,1,0
As,Po,8.190519389822e-01,3.695880901615e+00,2.093944449750e+02,0,0
As,At,3.586542929763e-01,5.786271695832e+00,3.241838191484e+02,0,0
As,Rn,3.909474846403e-01,2.166520283972e+00,1.820227759112e+02,0,0
As,Fr,4.353965700719e-02,8.408857488857e-01,1.354492383806e+02,0,0
As,Ra,4.100459866003e-01,1.774118354415e+00,9.224649365995e+01,0,0
As,Ac,3.842032309126e-01,2.210802444163e+00,1.311178957457e+02,0,0
As,Th,-2.905575007208e-01,-4.373892687737e+00,-1.122009973972e+02,0,0
As,Pa,-1.589334077979e-01,-1.368286768900e+00,-3.694992694927e+02,0,0
As,U,-1.767891239143e-01,-1.525179041438e+00,-3.821646048224e+02,0,0
As,Np,-1.322712440520e-01,-1.139101795165e+00,-3.535937829790e+02,0,0
As,Pu,-1.507416041141e-01,-1.298248706888e+00,-3.645181511493e+02,0,0
As,Am,-5.876338674159e-02,-5.279301793361e-01,-3.038461782525e+02,0,0
As,Cm,-1.632623140808e-01,-1.412782979680e+00,-3.737756165011e+02,0,0
As,Bk,-1.664423620535e-01,-1.434247903835e+00,-3.764177585345e+02,0,0
As,Cf,-7.523974792192e-02,-6.644711675495e-01,-3.170680856992e+02,0,0
As,Es,-1.854025012189e-02,-1.749112181303e-01,-2.765739048438e+02,0,0
As,Fm,-3.486275774818e-01,-4.665937739891e+00,-4.527291680619e+02,0,0
As,Md,-3.473426925988e-01,-4.649899233070e+00,-4.520504282688e+02,0,0
As,No,-3.467058884778e-01,-4.642017452576e+00,-4.517168761419e+02,0,0
As,Lr,-3.687731125437e-01,-4.949933871377e+00,-4.647477105407e+02,0,0
As,Rf,-3.553733859338e-01,-4.753462162825e+00,-4.564331480755e+02,0,0
As,Db,-3.437819552690e-01,-4.606366143128e+00,-4.502081345447e+02,0,0
As,Sg,-3.277038395653e-01,-4.423068922323e+00,-4.424511083381e+02,0,0
As,Bh,-3.298025494879e-01,-4.445981074923e+00,-4.434207366139e+02,0,0
As,Hs,-3.318772625384e-01,-4.468893227524e+00,-4.443903648897e+02,0,0
Se,Br,5.491376901668e-01,3.854502758096e+00,2.068072229770e+02,0,1
Se,Kr,-8.471535328872e-02,-1.275059223891e+00,1.574023974271e+02,0,1
Se,Rb,1.977177283728e-01,9.464039842520e-01,8.792894342401e+01,0,0
Se,Sr,2.001410493062e-01,8.757443337566e-01,8.950011382007e+01,0,0
Se,Y,-1.324205342920e-01,-4.253619309258e+00,5.615908994940e+01,0,0
