iter,mean_top10_anova_block,mean_top10_anova_period,periodicity_strength
872,2.472128788022e+00,1.946313828183e+00,3.516508632874e+44
873,1.367153122476e+00,1.587044611309e+00,3.410334340886e+44
874,1.745988119828e+00,1.290162407040e+00,3.516501981105e+44
875,1.729086956321e+00,1.655870224930e+00,3.516508610726e+44
876,2.087638938140e+00,1.453590417323e+00,3.496331555112e+44
877,1.411401138767e+00,1.704367966589e+00,1.778715003753e+44
878,2.413646472806e+00,2.138736273500e+00,3.516510684701e+44
879,1.353335619645e+00,1.450527011188e+00,3.516495841574e+44
880,1.586121120571e+00,1.511026277010e+00,3.228308893646e+44
881,1.557899505302e+00,1.182926309013e+00,3.504614331017e+44
882,1.584313677667e+00,2.877084928084e+00,3.502814535658e+44
883,1.969641899072e+00,2.117128876991e+00,1.874356757906e+44
884,1.180559356968e+00,1.624252501595e+00,1.465985731534e+44
885,2.236594393068e+00,1.594933070389e+00,3.516502937178e+44
886,1.808086501856e+00,1.366592308348e+00,3.496338867870e+44
887,2.095840395176e+00,1.755296493558e+00,3.496346473348e+44
888,1.563088336031e+00,1.246345368402e+00,3.392004213885e+44
889,1.253697891449e+00,1.358232333198e+00,3.496334129668e+44
890,3.600662796926e+00,1.973752191982e+00,2.645898039432e+44
891,2.890580728467e+00,2.134478514873e+00,3.511462949384e+44
892,1.802318681549e+00,2.017977886836e+00,3.410341912876e+44
893,2.632647311175e+00,5.768809114438e+00,3.480869276332e+44
894,1.141125706142e+00,1.936027684206e+00,3.516519972957e+44
895,1.748741592679e+00,1.590589550593e+00,3.516488112637e+44
896,1.454861309148e+00,1.275340561753e+00,3.516517094948e+44
897,3.506748818795e+00,2.127974922013e+00,2.646479553654e+44
898,1.417851120842e+00,1.217018337484e+00,3.516527937861e+44
899,1.270999676420e+00,1.655337340299e+00,3.496329044323e+44
900,2.233999120044e+00,8.752711547277e-01,3.485754158335e+44
901,1.905927244163e+00,2.400166177864e+00,3.485429222802e+44
902,2.055149272234e+00,2.997719888842e+00,3.502745496151e+44
903,1.336304448451e+00,2.129676978952e+00,2.878386151677e+44
904,1.644520636830e+00,2.456621554046e+00,3.516526997805e+44
905,1.009828246638e+00,1.817000425194e+00,3.516523726181e+44
906,1.147642380249e+00,3.309232915466e+00,1.870955956891e+44
907,1.978773688165e+00,1.424638508184e+00,2.647387973221e+44
908,1.886861885522e+00,3.199322516980e+00,3.401649561728e+44
909,1.659055897835e+00,1.617641636593e+00,3.516523013449e+44
910,2.431769652770e+00,2.634552077385e+00,2.367896576438e+44
911,1.310063706027e+00,3.557469503495e+00,3.496349789756e+44
912,1.186957497433e+00,1.370214711494e+00,2.643574191731e+44
913,1.860511740792e+00,1.527144520724e+00,3.477402225692e+44
914,2.224162098127e+00,1.186482855884e+00,3.474387877206e+44
915,1.525558574251e+00,2.030644708589e+00,2.647695394234e+44
916,2.088961015981e+00,1.705947937127e+00,1.477009272712e+44
917,1.782058320843e+00,1.186131079184e+00,3.472914609533e+44
918,3.383097660484e+00,3.715339387873e+00,3.496334955810e+44
919,5.616685599041e+00,3.880357419198e+00,1.184315429896e+44
920,2.019233716997e+00,3.305272645770e+00,3.397197179076e+44
921,1.795562729194e+00,1.423909704881e+00,3.408078346962e+44
922,1.228371060949e+00,1.154321799302e+00,3.470941774778e+44
923,1.185257085231e+00,2.192578822354e+00,3.516512927813e+44
924,1.450661170006e+00,3.443172190737e+00,3.281116862542e+44
925,1.219084607702e+00,1.489455473617e+00,2.639704642474e+44
926,2.124102901519e+00,9.704118578836e-01,3.496346488253e+44
927,1.617419288209e+00,1.080290648152e+00,3.274634441908e+44
928,1.816031198644e+00,1.206744261441e+00,3.516504676727e+44
929,1.632448908416e+00,1.044862051080e+00,3.516509258274e+44
930,1.511397870650e+00,1.260215619134e+00,3.496336185748e+44
931,1.772261418378e+00,1.093157816682e+00,3.496327451623e+44
932,1.387521704721e+00,1.725112280752e+00,3.496353917204e+44
933,2.029176625321e+00,1.551664755880e+00,2.638677150764e+44
934,1.935159060749e+00,1.777839644418e+00,3.516508714035e+44
935,1.931743534390e+00,1.959337812649e+00,3.282759284370e+44
936,1.574232277542e+00,1.279888734065e+00,3.516499762203e+44
937,2.182487962475e+00,1.739691034981e+00,2.630497605054e+44
938,1.702069385352e+00,1.368674609045e+00,1.174717402336e+44
939,1.101746093980e+00,1.072600564839e+00,3.392017212461e+44
940,1.371653343464e+00,1.470539117349e+00,3.516510241495e+44
941,2.101604190493e+00,1.426190770084e+00,3.401997097640e+44
942,2.013356512514e+00,1.379213264807e+00,2.372922703485e+44
943,1.905615967614e+00,2.296923515022e+00,3.516489796920e+44
944,3.402892587665e+00,1.356660385554e+00,3.516509344471e+44
945,1.280505879172e+00,1.173403568259e+00,3.411573578446e+44
946,3.933233687142e+00,2.155013623858e+00,1.467795458086e+44
947,1.533907546646e+00,1.530470486618e+00,3.496334864937e+44
948,1.231013676426e+00,3.609945408767e+00,3.407123929572e+44
949,2.380217364735e+00,1.819458349133e+00,3.470067806035e+44
950,1.855798288788e+00,1.173430503190e+00,3.496324196612e+44
951,1.521756411044e+00,2.168743884251e+00,3.393118310328e+44
952,1.794359019589e+00,1.854703133445e+00,3.496322767749e+44
953,1.934881051751e+00,1.316182529740e+00,3.496334268082e+44
954,1.313105281444e+00,2.212535552879e+00,3.516511169431e+44
955,1.368754054540e+00,1.501912727795e+00,3.487418182613e+44
956,1.804057839913e+00,3.329139398193e+00,3.516503478727e+44
957,2.026755010821e+00,1.807071881419e+00,3.487129861236e+44
958,2.543072176409e+00,3.189575734236e+00,2.888072938016e+44
959,1.777821241329e+00,3.513958171239e+00,3.496327619562e+44
960,1.813442780314e+00,1.896835794267e+00,2.881961446772e+44
961,1.618101834589e+00,2.505368757223e+00,3.516517590650e+44
962,2.094501600090e+00,2.034554931449e+00,3.496349914529e+44
963,1.673334657368e+00,1.593245045566e+00,3.496339957842e+44
964,1.860266567208e+00,1.642549394456e+00,3.496334639467e+44
965,3.137285422502e+00,1.935583029821e+00,3.397208037277e+44
966,2.893272028658e+00,1.737216852111e+00,3.516510319611e+44
967,2.336762583538e+00,2.131112895355e+00,3.277924085681e+44
968,1.929603843414e+00,1.497387936675e+00,3.496332829172e+44
969,1.174710771758e+00,1.293978005066e+00,3.405059485189e+44
970,2.258717636829e+00,1.279961986400e+00,3.470391236757e+44
971,1.492279401414e+00,1.516183453045e+00,3.516489101825e+44
972,2.334535727743e+00,1.135586585428e+00,3.496325674606e+44
973,2.647196952527e+00,1.461927113536e+00,3.516509708667e+44
974,1.854669705331e+00,2.454437371115e+00,3.516506298905e+44
975,1.444574533231e+00,1.074802180114e+00,3.516512420939e+44
976,1.821980216048e+00,1.698240905982e+00,1.184529901633e+44
977,1.660145795709e+00,2.100206491008e+00,3.218559688166e+44
978,1.770279119424e+00,2.298476530705e+00,3.264369942988e+44
979,2.190674361513e+00,1.729128289176e+00,3.516537314999e+44
980,2.355507343263e+00,2.998697323298e+00,3.496358387876e+44
981,3.036172626381e+00,1.748018943798e+00,3.496344427958e+44
982,1.452776264918e+00,1.089465434189e+00,3.496349445492e+44
983,1.852211955397e+00,1.517944749715e+00,3.496350835066e+44
984,1.324766724678e+00,2.579889644653e+00,3.392636313104e+44
985,1.584093922853e+00,3.460656734964e+00,3.471798917772e+44
986,1.939670585694e+00,1.707855488188e+00,3.502793408976e+44
987,1.617820710584e+00,1.750025266023e+00,3.496333552371e+44
988,1.415873190989e+00,9.523916674892e-01,3.516525389573e+44
989,1.507205846550e+00,2.166993097719e+00,3.496354621774e+44
990,2.031000678813e+00,1.170690107418e+01,3.516507265873e+44
991,8.848993467108e-01,1.692635132776e+00,3.474396557532e+44
992,1.636201374361e+00,1.737021641384e+00,2.363609186027e+44
993,2.306120316999e+00,3.822879212172e+00,3.496344816532e+44
994,2.357914378749e+00,1.008038378772e+00,2.370600995895e+44
995,1.248604630355e+00,1.696706754609e+00,3.516496410635e+44
996,1.430167465466e+00,2.788934401696e+00,3.516527457295e+44
997,2.274269078605e+00,1.445274966200e+00,3.496326776739e+44
998,1.644165286626e+00,2.147329348501e+00,3.516507892758e+44
999,1.785022386932e+00,1.269542537084e+00,3.496325211169e+44
1000,1.713827384531e+00,1.695844945432e+00,3.398261973920e+44
